"Dates","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New.Hampshire","New.Jersey","New.Mexico","New.York","North.Carolina","North.Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode.Island","South.Carolina","South.Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West.Virginia","Wisconsin","Wyoming","Florida","Dates"
"2017-07-16",300.0867,308.7112,300.91037,304.6679,303.39755,294.94937,299.62207,300.28223,306.6768,299.35156,298.58014,299.59723,304.5195,300.33078,299.30536,292.97144,299.9354,293.993,294.48853,295.2183,300.01154,301.58496,304.56342,304.43076,310.33664,293.87134,298.05826,306.31027,295.2922,300.27783,298.252,298.00897,303.60623,300.46588,297.43777,293.99313,300.1354,302.4768,300.7884,303.717,308.47507,293.79956,300.99295,296.33356,299.5601,295.46188,305.51028,299.59888,2017-07-16
"2017-07-23",301.3186,307.00076,303.1945,304.0132,304.4962,298.13593,299.7454,300.75397,305.34967,301.07144,300.16693,301.32083,306.62408,302.356,301.02155,294.71796,300.32437,297.47876,296.36957,297.67532,301.7762,303.72818,303.7436,305.7579,309.78006,297.29953,299.4831,306.2115,297.1003,300.59,300.01343,299.55426,305.3828,299.90396,299.303,297.40494,300.0516,303.78485,302.656,304.76358,308.55127,296.66168,301.51007,296.35742,301.03952,297.2858,305.68677,299.2852,2017-07-23
"2017-07-30",300.52707,306.2148,301.3435,303.79898,302.9099,292.0851,295.7615,300.04706,305.82303,297.66406,296.96954,297.8301,303.12943,299.15143,300.78726,292.0286,296.34384,291.53815,294.52322,297.34897,300.51706,300.20853,304.61725,302.32095,307.70663,291.88593,294.3013,306.17334,292.8087,299.2001,300.08612,295.82285,303.49472,302.19986,295.15616,291.4459,299.81512,301.58344,300.3828,305.13983,306.1897,291.55466,298.0745,298.74258,296.64377,295.59296,304.03018,300.2639,2017-07-30
"2017-08-06",299.36078,307.03696,298.6973,305.55887,301.6182,295.50275,296.90762,298.73065,307.3714,296.62057,296.37448,295.98724,298.72824,297.69244,299.4122,294.68137,297.29434,295.0202,294.26675,294.6389,299.50275,297.18008,300.37582,298.39523,309.917,295.8096,296.5593,304.52896,295.72412,298.27563,295.757,296.52643,300.2714,305.79926,296.62003,294.39014,298.66458,297.32034,298.63834,302.82358,308.1667,295.77182,298.361,302.92355,297.16135,294.3015,302.51828,299.21567,2017-08-06
"2017-08-13",299.01413,308.43573,298.35233,303.2033,300.46323,294.00616,295.4127,299.4146,304.92975,295.81558,295.84598,295.74387,298.14743,297.07834,299.53757,292.31842,295.6176,294.0496,294.0187,294.802,298.85287,296.97397,300.09305,297.9004,307.3909,294.2242,295.05157,304.86642,294.15387,297.44562,295.07837,295.46732,299.58005,302.50137,295.0038,293.59662,298.39264,296.81927,298.06573,302.64413,305.75687,293.80087,296.72485,302.1356,296.24835,294.20663,300.80914,300.1536,2017-08-13
"2017-08-20",300.78745,307.49896,300.54657,301.61667,302.67114,295.97427,297.65512,301.59995,301.91074,298.68826,299.18723,297.30075,302.1794,299.9246,301.0417,292.5718,297.98315,295.517,294.86954,294.77155,300.47128,299.81375,300.81805,300.86603,307.17554,294.5947,297.03735,305.92975,295.3351,300.3231,296.50983,298.44412,302.2916,298.57465,297.2271,295.521,301.6857,298.34286,300.2666,304.2059,306.1544,294.39178,299.41092,295.05133,299.15842,294.627,302.35382,300.6105,2017-08-20
"2017-08-27",300.5401,308.26636,299.13263,303.89764,302.72467,294.52304,296.3217,300.5484,304.37347,295.6657,295.42938,295.53116,300.2502,297.4157,300.05518,292.67355,296.47165,294.2871,291.95694,292.18234,300.009,297.70126,302.47513,300.37817,308.12555,293.58615,295.663,303.61075,292.9781,298.56305,295.44775,294.98804,300.28754,301.35098,294.70108,294.41702,299.50858,298.11514,298.6895,301.79428,307.09604,292.7265,297.63623,297.68842,296.52203,292.064,303.62747,299.69308,2017-08-27
"2017-09-03",297.69846,309.6574,297.78607,307.82538,303.15366,289.7627,291.95206,297.81192,307.01117,294.59427,293.86154,294.89157,299.59195,295.04556,297.85278,289.41348,291.8863,289.39767,290.54956,294.03305,297.30267,296.48233,305.38547,300.56427,309.48416,289.05988,291.1236,305.07465,289.31137,295.1889,299.12277,292.58572,299.56216,305.09222,290.8026,289.66895,296.69302,300.62442,295.99603,301.31088,308.03787,288.87256,293.12357,301.6524,293.4545,291.51328,304.95377,299.43353,2017-09-03
"2017-09-10",295.81528,307.17746,295.98746,302.4058,302.34207,290.81357,292.3392,296.40616,306.08963,292.7607,291.68985,293.49435,298.8753,293.14737,296.63776,289.508,292.2314,290.96255,287.99738,290.25613,295.5502,295.74628,301.57623,298.5755,307.32297,290.15228,291.51273,304.7654,289.45853,294.35248,294.34012,290.9127,298.43854,302.83984,290.48862,291.3121,295.53326,296.71625,293.95792,299.91986,306.60846,289.34525,293.01373,299.86057,291.91837,288.75647,302.36554,298.61972,2017-09-10
"2017-09-17",295.27725,306.41278,296.97617,299.94662,301.74155,294.02225,294.37167,296.15103,298.20502,295.84735,294.1218,297.7805,300.7197,294.0381,297.22394,293.14185,294.3977,293.75656,294.16904,294.88983,295.81732,297.38034,294.34494,300.09894,302.72906,294.3345,294.2414,305.8857,293.85504,295.43207,292.68384,293.46036,300.35898,296.8901,293.9352,293.3876,296.32004,296.91693,294.73102,302.66928,302.4077,294.17184,294.63348,293.77475,293.87186,295.69138,299.27896,298.71088,2017-09-17
"2017-09-24",300.00677,302.00143,300.8386,293.87433,299.57425,294.52573,296.38553,299.56015,289.1181,300.0351,299.43433,298.87686,301.7449,299.26068,299.82367,292.6575,296.87323,292.90576,296.23666,294.02457,300.05606,300.48013,288.48102,298.2846,294.60065,294.25412,296.10544,304.43472,296.09082,298.2438,289.80292,298.99078,302.00784,288.08063,297.75522,292.37036,298.90347,293.8951,299.9414,302.9599,296.9461,295.21063,298.02936,287.1092,298.50455,296.5605,293.64288,299.10748,2017-09-24
"2017-10-01",299.16327,301.3915,297.47452,298.3732,294.7088,292.18744,293.12164,299.1347,293.6619,294.5247,294.50064,292.32294,293.9627,296.0916,298.92822,290.43307,293.84622,291.78503,291.21597,287.90204,298.6329,295.23828,292.83713,292.7456,297.003,292.17886,292.75168,298.238,292.1833,296.53055,288.95847,294.4127,295.59702,293.2664,293.68976,291.3385,298.01904,291.28363,297.21774,297.5615,295.54343,292.00845,295.4711,291.97424,295.21213,290.49765,292.6411,299.43286,2017-10-01
"2017-10-08",296.61526,303.12653,297.54025,295.997,296.24155,290.90005,292.45038,296.05145,288.7474,295.17062,294.82812,292.97192,296.38998,296.00146,297.98215,288.13135,292.9166,290.46738,291.1614,288.1121,297.33224,296.36307,285.93045,291.97763,294.32492,290.31,292.29803,302.04413,291.3201,294.21915,286.78284,294.4729,298.30124,288.8146,293.40207,290.2751,295.0241,289.2439,296.2587,300.16495,294.94168,290.25494,294.13712,287.59024,295.42996,290.54843,290.72565,297.8334,2017-10-08
"2017-10-15",297.66827,300.6391,295.2979,294.53937,293.82562,290.3282,292.5485,298.10422,286.213,291.53268,292.13727,286.5175,290.90457,294.35052,298.29507,286.89072,292.87192,289.94507,287.51587,283.4151,297.15744,291.97687,285.75418,287.41885,292.03864,289.0272,291.70096,298.83636,289.71274,296.13406,283.55698,293.342,294.16483,285.47296,292.16577,289.95987,296.9435,285.9869,295.56015,297.50055,292.673,288.61237,295.08307,283.5626,295.8602,286.0303,289.33713,298.75278,2017-10-15
"2017-10-22",292.1921,301.7402,291.70758,295.37656,297.30884,288.20038,289.27167,292.87265,291.3561,290.25198,289.95328,290.76117,293.92062,290.37982,293.57843,285.1403,289.3449,288.30182,288.7549,289.55417,292.1057,291.21088,292.5178,294.33502,296.44986,287.59866,288.7722,299.5508,287.58682,291.264,290.82794,289.59012,293.22726,289.93768,288.8965,288.22687,291.893,293.53067,290.85257,295.9571,296.05487,287.1428,290.44894,286.11343,290.4714,289.32983,295.21866,296.3567,2017-10-22
"2017-10-29",287.57764,301.66837,286.41122,300.42825,293.64206,288.47305,289.37006,289.3523,291.37222,281.98056,282.33075,281.85092,287.81,284.68936,288.84558,286.50882,288.84448,288.32733,281.2007,279.3025,287.11792,284.32806,287.6237,286.8856,298.2532,287.5253,288.79416,296.3536,287.14877,289.731,281.8851,283.69485,288.38086,292.28458,286.39285,288.70883,290.03668,285.02887,285.85934,291.96225,295.73346,287.66977,288.49362,287.4523,286.11743,280.17432,290.7682,292.9056,2017-10-29
"2017-11-05",291.47183,297.9022,290.7724,291.2534,292.9951,285.01334,287.2122,291.6455,286.211,282.7724,283.59204,278.62393,284.37393,287.5593,293.6558,281.96466,286.5117,285.0188,278.60294,274.11856,291.88248,285.11978,277.7119,280.91006,294.34634,283.4136,285.88882,297.62274,282.677,289.71173,273.51575,283.6977,289.86133,285.3984,283.51566,285.6767,290.76337,277.6877,289.6274,295.67917,294.99387,282.7723,287.59756,281.6276,286.83047,276.56525,286.60895,293.1175,2017-11-05
"2017-11-12",288.7363,297.42462,285.32593,290.04828,289.4876,277.53693,280.00662,289.1486,283.19928,276.99176,278.05908,274.00027,280.80124,282.18314,290.19223,274.70218,279.74484,277.55524,273.14093,268.5322,288.423,279.5647,276.97134,278.38214,290.55554,275.54318,278.7036,295.83755,275.69028,284.70438,269.28256,278.19308,284.1665,283.14468,277.31647,278.30145,286.59314,274.80597,285.19485,290.39575,290.35013,274.8353,281.54346,279.0527,281.3289,271.27472,284.81735,294.19516,2017-11-12
"2017-11-19",287.01196,297.694,286.7392,290.05057,292.7698,277.95035,281.25137,286.6711,284.51465,278.69247,278.99823,278.01395,287.0602,281.71704,290.66287,274.37762,281.06458,277.78937,276.143,273.71463,287.99362,282.87128,282.30862,284.8894,290.60767,275.6553,279.98022,296.58322,276.9943,284.1544,275.0576,279.31317,289.1894,283.40097,279.12415,278.36655,285.49045,281.2601,284.0429,293.679,291.3305,275.4026,282.10175,281.2021,281.48453,274.9849,288.0092,291.91992,2017-11-19
"2017-11-26",284.6683,298.8228,284.1605,294.63364,294.6514,278.46436,280.39728,286.64835,289.25253,279.46487,278.50964,280.17596,287.87613,280.6477,285.75955,274.64435,280.44894,278.41998,276.1876,274.92557,283.44803,282.99545,286.3724,287.7687,296.0223,276.50598,279.33798,296.61398,276.9852,283.8913,278.60062,278.14413,287.1412,288.88,278.4523,279.13132,285.32083,284.4619,282.45786,290.88748,294.1915,275.83917,281.8193,283.8602,280.8734,275.98746,291.0544,291.2698,2017-11-26
"2017-12-03",288.56366,296.873,287.83945,289.12692,293.10907,277.40945,282.42398,289.56097,283.15356,283.6199,283.36124,283.3685,287.8011,284.96725,290.05862,272.46,282.59915,276.89432,278.73578,278.6656,288.6578,286.3633,283.50067,286.87454,289.27698,274.4549,280.34027,295.81818,277.2648,286.62506,280.96625,282.31064,289.0483,281.94223,280.5567,277.58102,288.2849,284.95135,286.79318,292.5949,290.78134,274.3428,284.66348,279.41595,284.3633,279.30008,288.30386,293.354,2017-12-03
"2017-12-10",281.03506,289.50937,280.2703,288.53366,285.05026,276.71536,278.6633,282.65274,278.9393,275.38983,275.18747,274.16336,280.96707,277.68442,282.67667,273.58765,278.4389,276.47296,273.0017,269.1999,280.9295,277.5283,279.5978,279.2346,283.5225,274.89932,277.6613,287.9798,275.62894,281.01025,272.16864,275.57916,281.7916,280.81122,276.2492,276.95758,282.42224,276.2251,279.13522,285.0918,282.67383,274.85117,279.32184,277.3104,277.92596,271.1345,281.94693,289.1757,2017-12-10
"2017-12-17",280.93997,291.92657,281.6365,290.5732,289.24704,270.27634,274.3017,281.61154,280.33282,275.14413,273.9162,275.33,283.8729,276.5332,284.06033,264.69107,274.75787,269.92514,266.81195,269.0343,281.60825,279.1524,281.5815,282.41327,286.1788,267.03085,272.5786,290.32187,267.9159,279.0484,276.3331,272.46292,284.13885,281.4669,271.72073,270.82004,280.8797,280.02393,278.37103,286.56393,285.95575,266.16348,276.60272,276.8562,275.47214,268.08014,285.23294,287.34503,2017-12-17
"2017-12-24",288.08597,287.97592,283.51382,285.85648,284.66452,274.5575,280.29178,288.86755,278.47543,276.86072,277.87158,273.01373,278.31778,281.87787,289.19937,265.66083,280.6254,273.75104,271.5779,266.72476,287.38074,278.68256,273.2542,275.65115,283.86282,269.88315,278.4216,289.03302,273.30304,285.57208,268.0812,278.26993,281.63544,279.93375,277.8992,274.73065,287.46353,272.76654,284.0972,288.22372,283.6879,269.68335,283.15668,275.7835,282.33966,269.64426,279.0854,293.78152,2017-12-24
"2017-12-31",276.83572,294.82455,271.64877,290.54593,284.7519,263.68524,267.86374,278.5603,280.14752,260.9052,261.78308,257.56314,267.8359,267.8455,277.49167,256.15836,268.1934,262.75192,259.42902,251.8435,274.79437,265.32303,262.99252,263.32333,290.1993,258.80048,266.34906,292.34006,261.2897,274.51083,252.06966,262.97232,272.0341,282.0153,264.6465,263.99542,277.14908,258.64716,271.51093,280.1785,289.18668,258.14212,270.7369,274.44952,267.7132,254.50098,277.87872,286.41367,2017-12-31
"2018-01-07",271.54938,293.83267,270.17728,290.6834,286.15103,261.20193,263.64255,272.12103,282.02817,259.00076,259.2155,257.91995,271.75275,264.11154,274.5458,257.63037,263.79086,261.18283,259.8281,255.86607,271.44244,264.44186,276.96768,270.36957,289.48886,258.3055,262.60025,289.47366,259.54343,267.88507,262.40128,259.9101,273.77768,283.1473,261.30502,261.79602,270.0038,266.66537,266.8148,279.61578,286.57877,257.44284,265.53195,277.03635,263.37775,256.66138,282.64554,279.56158,2018-01-07
"2018-01-14",281.42014,291.87323,277.4529,288.82306,287.85764,273.63666,277.07062,282.87045,283.795,272.04785,273.9166,268.7424,276.78183,276.97098,281.3967,269.78613,276.7361,274.1032,270.39908,263.8571,280.06732,273.4016,275.06467,275.45233,288.63315,272.0198,275.37076,291.00113,272.34448,281.41528,264.53156,274.77844,278.25854,284.6328,274.32828,274.70193,282.78403,270.60266,278.46494,285.30917,287.32388,271.0372,278.80884,280.60098,278.24744,267.0883,284.01547,288.5384,2018-01-14
"2018-01-21",276.3859,291.02032,273.9439,288.00278,286.81882,270.71463,274.0996,278.21854,282.8939,270.06277,269.04648,269.64987,276.45392,271.0654,277.5933,266.1962,273.84927,270.7473,270.18478,268.66827,275.43198,271.805,278.44754,275.65546,287.96817,269.0422,272.6257,288.1051,269.2868,276.4646,270.02878,268.9534,276.88086,283.41666,270.3884,271.11078,277.8936,273.5773,273.3146,281.2841,286.3269,268.38388,275.01962,280.93146,272.63043,270.22943,282.5662,283.782,2018-01-21
"2018-01-28",284.15518,288.80682,283.50693,285.58124,284.67026,274.99933,279.55582,285.14218,281.0073,278.70602,278.743,275.66498,281.93582,281.03818,285.98947,267.43552,279.91815,274.38553,273.4811,269.2617,284.4478,280.57404,277.9759,278.67026,284.90945,271.0817,277.8157,287.6641,274.00357,283.58295,270.31247,278.78857,283.90167,281.69296,277.83878,275.20193,284.6956,275.87152,282.4942,287.0671,283.262,270.9456,282.0019,279.26724,281.2488,272.01886,280.94553,289.82797,2018-01-28
"2018-02-04",280.9135,295.95703,278.45847,293.53278,289.21088,270.79874,273.1727,281.85666,284.9725,270.80206,271.58694,267.958,277.8443,274.79642,283.22214,264.51566,273.26407,270.53168,265.99658,259.45663,280.44244,273.7814,275.64658,275.77988,291.98947,267.71628,272.16913,293.68344,269.04922,277.73822,262.2111,271.94147,280.6592,285.99457,271.50757,271.04727,280.22516,270.3259,276.75482,287.56378,290.97806,267.17526,274.96063,281.48166,274.10254,263.13177,284.0178,288.0501,2018-02-04
"2018-02-11",285.31497,294.8209,277.28043,293.02252,285.41388,272.7236,276.42145,286.7757,284.09637,266.63516,269.01016,260.826,271.49878,276.5622,285.5685,267.4238,275.9952,272.5925,263.27017,257.8823,283.61716,270.23923,269.90063,268.6751,290.42563,269.67618,274.70712,292.12454,269.30627,283.64346,258.49918,271.03433,274.66327,285.12973,272.3955,273.72122,285.83563,263.17886,279.84427,283.8208,289.15366,268.4535,279.16193,280.86548,277.61642,259.95233,280.78806,292.17496,2018-02-11
"2018-02-18",287.97028,290.37396,281.80557,286.5463,287.2025,276.30002,279.48102,289.56915,279.55695,274.67648,276.08167,271.3223,281.72495,281.33734,287.64908,270.6894,279.7864,275.7897,270.37686,266.3709,286.1108,278.511,271.40042,277.85895,285.11655,273.6305,278.19733,291.292,274.20905,285.59653,265.6846,276.88297,282.90118,279.77927,277.30215,276.31583,288.08356,271.75983,283.60336,288.08755,285.88922,273.00302,282.4853,277.05508,281.68192,268.7623,280.4224,293.25238,2018-02-18
"2018-02-25",293.15942,284.53775,286.57608,280.58456,279.1628,278.93484,282.8107,293.04227,273.19867,279.81467,282.73718,271.35626,274.86334,289.07077,293.21927,272.86206,283.3301,278.8101,274.79208,265.37262,292.31592,279.41522,267.48734,270.12076,278.01105,277.10104,281.12772,287.36685,278.6687,290.48065,262.87488,284.44577,280.67755,274.31696,282.06848,279.13864,291.8409,265.84955,291.22928,288.96194,278.5227,276.81888,287.6575,271.79495,289.491,271.05264,272.18887,294.80252,2018-02-25
"2018-03-04",287.80463,289.27695,286.2183,282.64362,289.8766,278.7407,280.11353,287.86554,278.98697,280.88675,280.3436,279.64313,286.87408,282.58862,290.37323,274.88702,280.48526,278.37396,275.46234,274.46356,288.24652,283.68195,276.64505,283.69525,282.47598,277.53354,279.50833,292.1763,276.81052,284.0164,273.87946,279.2757,287.8999,278.5134,279.01163,278.4705,286.21893,277.32635,284.46262,292.0644,285.54825,276.624,281.9821,278.1055,280.9565,276.17407,283.41864,292.67197,2018-03-04
"2018-03-11",285.33734,293.19257,284.91202,288.6796,287.4722,274.00485,275.29712,284.889,282.92044,275.3203,274.99225,273.66156,283.4587,278.83377,288.19235,272.3375,275.52396,273.98636,271.17953,270.55695,285.95108,279.13715,277.4587,279.08258,287.0545,273.06964,274.34677,292.945,272.56003,280.58868,269.9545,274.37994,286.68604,283.73993,273.62152,274.34442,283.51843,273.43637,282.21234,291.7688,287.43344,272.84885,277.6311,280.18576,276.71997,271.44003,282.93246,288.9247,2018-03-11
"2018-03-18",285.43304,292.5837,285.50046,286.16693,290.8624,273.14462,275.81863,285.86993,285.1921,277.244,276.00717,276.5058,285.5211,279.5446,288.59637,270.28195,275.96652,272.4982,272.42734,273.702,285.7236,280.8982,281.57425,282.15784,287.3452,270.73587,274.75314,293.23926,271.32944,281.75034,273.84686,274.47482,287.296,283.61237,273.61206,273.22873,284.7835,277.3636,282.87006,291.81903,289.47552,270.30328,278.35037,283.42438,276.7026,274.3828,288.01614,288.94858,2018-03-18
"2018-03-25",287.97238,294.7496,287.05313,287.03375,291.35455,274.51956,276.21127,287.1607,284.75967,277.16058,276.36334,276.75323,285.92087,279.42926,290.70804,270.8759,276.28058,273.43744,270.95627,273.70932,288.74298,281.11597,282.21103,282.73053,288.32895,272.1623,275.4372,296.17593,271.74463,280.99173,275.24435,275.6674,289.27664,282.7792,274.7796,274.0852,284.41202,278.9971,283.28864,294.8315,290.06094,271.07767,278.24844,280.99075,278.2217,272.8293,287.57996,290.9565,2018-03-25
"2018-04-01",288.9327,295.84058,288.7806,292.34903,289.4305,278.80948,281.16574,288.3496,285.65323,280.1355,281.35565,276.45767,283.2091,285.84982,292.40356,276.07654,281.52563,278.3633,275.40884,271.8456,290.24686,281.89374,278.67453,280.409,291.37384,277.7983,279.85892,295.23044,278.00116,285.72675,271.4407,281.3745,287.51398,285.35342,280.17947,278.41782,287.1226,276.9141,287.41824,294.071,291.0755,277.70514,284.3347,281.89758,284.32837,275.0856,284.50238,292.56522,2018-04-01
"2018-04-08",288.38257,300.42062,283.30905,292.5093,291.70657,275.93338,280.52377,290.28244,286.40228,275.46222,276.64734,272.10886,280.3604,281.0694,289.17935,272.73843,280.73035,275.6547,271.34073,268.0427,287.11615,277.36044,275.84583,277.1916,294.10107,274.356,278.53268,298.45743,274.55463,287.10294,267.4804,277.38446,283.0041,286.03137,277.4293,276.2841,289.7063,272.71558,283.92743,291.6043,294.03494,273.96692,283.47568,282.28522,281.41025,270.19583,285.43045,294.13934,2018-04-08
"2018-04-15",290.0195,298.4414,287.12558,291.8364,292.40045,279.4392,283.9585,290.23492,287.41486,283.5434,284.4929,279.87445,287.68546,286.94122,289.61398,273.41086,285.02365,278.00735,275.23383,274.2357,288.83746,285.49057,284.01187,283.485,293.06607,275.94693,282.45282,297.22003,277.2911,287.91293,274.60187,284.70175,288.9981,285.72806,283.79483,278.33255,288.91623,278.93988,287.93982,293.7432,292.88065,275.283,287.2432,283.4489,287.71063,275.07742,289.01047,293.9239,2018-04-15
"2018-04-22",288.22287,296.64307,287.20676,289.63647,292.14096,278.65848,281.5898,288.80463,288.7497,279.8729,279.72836,278.14563,285.59918,283.44693,289.8894,276.7421,281.80878,278.56348,276.83316,278.72604,288.25113,283.0333,286.99506,282.27927,291.54947,277.211,280.25327,297.1227,276.96674,287.1867,281.32452,279.28357,288.68274,284.9312,279.0082,279.22073,288.54422,280.69363,285.7332,294.10648,293.43945,276.60175,284.55646,283.35278,282.47272,277.5874,290.95856,292.74872,2018-04-22
"2018-04-29",290.5729,303.57608,289.84607,295.02988,295.46695,284.50555,286.7485,291.51706,293.3632,286.2632,285.1729,287.02194,290.4605,287.69736,291.9678,283.5989,286.39658,284.40277,281.4479,283.87534,290.35635,288.38803,290.91937,289.32047,298.64218,284.44403,285.71005,299.74973,283.83002,289.82706,286.35388,285.1438,291.40555,291.2653,285.12778,284.43274,291.1896,287.9776,288.65317,294.94595,299.17245,284.36124,287.9029,290.02072,286.8493,283.18134,293.70306,294.5577,2018-04-29
"2018-05-06",294.64136,298.37628,294.65405,293.2352,296.24725,290.0835,292.5662,294.87204,293.07852,294.32544,293.6597,293.90704,297.11505,293.75983,295.4578,286.17194,292.8313,289.44424,289.19336,289.96564,294.37543,295.04575,292.09378,294.44635,295.90195,289.41473,291.82568,299.86447,289.85904,293.56033,290.5676,292.92328,296.78427,290.9821,291.91086,288.9451,293.80106,293.0058,294.2867,298.62375,295.6753,288.93344,293.82544,289.7816,293.49042,291.0811,293.89926,295.61642,2018-05-06
"2018-05-13",298.5013,305.34515,298.52713,296.37256,300.48752,286.92133,290.03934,298.36133,294.06808,294.22757,293.8915,291.32855,300.42825,296.57315,298.46344,284.7274,291.71332,286.03986,286.08496,287.9532,298.083,297.90143,291.76215,294.46332,299.46982,286.97055,288.4152,306.61432,287.79456,295.18994,289.07034,292.33768,301.02463,291.78864,290.62924,285.936,296.69553,290.5593,297.3964,301.8386,301.16486,287.5056,294.60394,291.22678,295.41254,287.53192,296.41635,297.66904,2018-05-13
"2018-05-20",298.49933,303.01736,299.02094,294.2496,298.39145,288.19052,291.43542,296.67285,295.73703,295.5345,295.54672,294.6154,297.40854,297.73236,299.93155,285.4562,292.44217,287.46686,288.6385,290.94342,299.22836,297.07462,294.12982,294.68842,297.31448,288.1317,289.6752,304.292,289.7104,296.19073,291.8346,294.64716,299.26053,293.51395,292.14777,286.87344,296.0773,293.79977,298.34323,301.87704,299.55234,288.41147,295.4712,293.47632,296.20367,290.78632,295.94955,296.14676,2018-05-20
"2018-05-27",297.2923,302.85654,298.4626,293.8206,301.65814,292.4289,294.9373,296.48248,297.77695,297.65424,297.13275,298.17432,300.66574,297.8613,298.8663,288.95462,295.55765,291.43262,293.68484,296.9931,297.87115,298.5689,298.40445,300.99155,298.61725,291.59198,293.785,304.59537,292.95877,296.6458,298.24332,295.9444,300.26932,293.77338,295.28128,290.89944,296.38254,299.92722,298.26834,302.00763,301.7862,291.65448,296.77393,293.8208,296.93466,295.4821,300.12387,296.84598,2018-05-27
"2018-06-03",298.61594,306.19043,301.22073,298.88254,301.1481,291.9899,293.6988,298.1878,296.6816,299.5777,299.00455,300.19376,301.5029,298.31375,301.26212,290.61993,294.80817,291.33643,294.3271,294.5422,300.10556,300.55637,296.2477,299.9413,301.5355,292.8394,292.84113,307.17838,294.7582,297.56476,295.65152,298.26883,302.85327,293.19785,296.18994,290.67807,297.86118,298.84195,298.40424,305.42035,301.6376,293.68143,296.78683,290.5275,297.76724,295.10678,298.75635,298.0655,2018-06-03
"2018-06-10",299.5419,308.80206,300.6408,298.48877,304.0789,289.4633,292.72977,299.137,299.77652,297.7142,296.27823,298.4421,302.7973,298.11172,299.9781,285.8634,293.38654,288.74292,290.22293,293.9006,300.1009,300.01303,299.5104,302.3274,304.73315,288.41702,291.48788,307.72202,290.10223,297.7307,297.86966,294.18893,301.97787,292.9478,292.1513,288.4346,299.03635,300.3851,299.44864,304.24506,306.71222,288.70685,296.0466,290.347,295.57867,291.88187,303.5777,298.41415,2018-06-10
"2018-06-17",298.53104,307.67792,301.78647,300.2001,303.78665,292.44205,294.4258,298.52267,296.45786,299.3777,298.42935,299.36835,304.8572,299.86835,300.00253,291.0324,294.9231,291.8544,295.23447,296.0378,299.57693,301.81943,294.20343,303.15973,304.92276,293.05783,293.44485,307.22113,293.3784,297.99213,295.146,297.2937,303.97018,293.10764,294.53592,291.44653,298.56863,298.7258,300.40973,304.1983,305.7071,292.8003,296.8396,290.70316,297.10178,296.3953,300.66177,298.69156,2018-06-17
"2018-06-24",300.54318,308.9017,300.3044,301.71603,301.40665,294.77603,297.12674,301.3291,297.9112,297.8457,297.86484,296.9435,300.5471,299.53973,299.90286,291.64874,297.50366,293.71072,293.52097,295.98502,300.18784,299.0003,296.36356,297.80493,304.40793,293.51712,295.9747,308.3367,294.08652,301.2783,297.37332,297.61874,301.291,296.51138,296.3024,293.51343,301.863,296.19928,299.7844,303.576,304.97113,293.379,299.74216,296.02768,298.89844,294.79962,298.4305,300.3587,2018-06-24
"2018-07-01",300.54144,309.40903,302.8775,302.02744,304.05392,296.14084,298.08023,299.88852,300.1973,299.663,299.10928,299.4741,303.857,299.68018,301.8266,293.05695,298.21704,295.28436,296.7198,297.1389,301.62216,301.40143,298.08545,301.3,307.6296,295.73923,297.34225,308.7972,295.8728,299.53598,297.8646,298.18597,304.26163,296.202,297.36386,295.19308,299.68848,299.47122,300.2703,304.93527,307.30078,295.41577,298.82928,291.9503,298.5856,297.55157,302.28073,299.41553,2018-07-01
"2018-07-08",299.79645,310.30045,301.88895,303.12973,303.9938,297.63046,297.96347,299.62247,302.8129,299.07382,299.0874,298.72552,303.4693,300.6105,300.1152,296.9172,298.6022,297.49725,297.451,297.76862,300.16696,301.26852,299.71548,302.51096,308.99725,298.5095,297.72797,306.79828,298.14844,299.36884,298.77277,298.5447,303.48843,297.44907,298.45044,296.36465,299.5148,301.5613,300.80978,303.3972,308.99173,298.98203,299.512,294.3895,299.7019,297.35678,304.38135,299.05933,2018-07-08
"2018-07-15",301.01724,306.07095,302.56094,304.29492,303.99823,296.59634,297.04715,301.148,306.10104,300.58014,300.51187,301.07657,304.52457,301.00998,300.2985,293.9902,297.83698,295.54608,297.78726,299.24878,301.05072,303.11105,303.2468,303.9348,309.2722,296.1172,297.28223,305.19745,297.45328,299.27536,300.46646,299.52048,303.6995,301.91995,298.13486,294.7746,300.46185,302.69907,301.43707,303.38632,307.9548,296.7895,298.9541,298.6561,299.4981,298.9195,305.05304,300.24594,2018-07-15
"2018-07-22",300.65933,308.06076,303.17776,304.83646,304.64423,295.80893,297.2369,300.02026,306.17905,298.42343,298.0803,297.85648,303.8231,299.20044,302.59137,294.6377,297.372,295.1324,295.1587,295.595,301.43344,301.169,303.44363,301.91293,310.08252,295.24982,296.66354,308.72562,296.6501,299.00974,297.51617,297.34296,306.69305,301.66153,296.77667,294.9817,299.4321,299.6822,300.32953,307.07736,309.06625,296.34384,298.33463,298.0437,298.2435,295.41275,304.64557,300.0154,2018-07-22
