"Dates","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New.Hampshire","New.Jersey","New.Mexico","New.York","North.Carolina","North.Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode.Island","South.Carolina","South.Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West.Virginia","Wisconsin","Wyoming","Florida","Dates"
"2014-03-09",281.9581,293.74942,275.60358,290.08865,289.01346,268.79178,272.0783,282.15067,286.59152,270.33752,270.5934,268.01498,276.95517,275.39825,279.95462,263.88507,272.41446,268.61368,264.76068,265.09055,279.0975,273.1664,280.33636,278.00482,290.5655,266.26425,270.61496,291.42563,266.40793,278.72565,268.10596,270.77374,276.9034,286.88788,269.73785,269.5087,279.92337,273.54584,278.28262,283.06818,290.118,265.2129,275.62076,283.0362,275.33298,265.3815,287.3111,288.5954,2014-03-09
"2014-03-16",287.40887,294.15063,286.1538,291.77524,289.5748,275.42786,279.75323,287.85074,286.00275,279.79865,278.54025,278.97913,287.19672,283.06937,288.25833,269.4739,280.4304,274.40198,271.15988,272.73148,287.15912,284.29562,284.14545,285.52786,290.30096,271.9135,278.11053,292.3659,272.63907,285.76627,276.3443,277.6315,287.57785,286.05432,277.24863,275.6003,287.29907,281.51102,285.2901,290.10684,289.64087,270.91254,283.4946,283.36295,281.98315,273.49316,286.73166,290.9506,2014-03-16
"2014-03-23",286.82962,295.57443,284.0436,291.2687,288.29575,273.92288,277.82947,287.21973,283.17923,277.59946,277.86926,275.41238,283.12875,281.53003,287.16766,268.67566,277.69803,273.09012,270.54813,270.46054,285.56116,280.52554,278.67056,281.04938,290.1451,270.74606,276.4671,294.07367,272.21304,282.37408,273.6053,277.61725,285.34772,282.6269,275.96152,273.9997,284.27234,278.0811,283.46353,290.7039,289.46103,270.28607,280.05136,279.84357,280.618,271.44757,283.4603,292.19135,2014-03-23
"2014-03-30",284.31845,295.88345,283.61057,289.43207,291.18118,273.84952,276.9041,285.00244,286.60504,275.97348,275.36618,275.84116,283.97015,278.97656,287.08478,269.28854,276.91733,273.35767,270.64804,271.14886,284.6296,279.22852,280.36197,281.88528,291.40952,271.3825,275.39615,295.13223,271.85165,281.2033,272.7833,274.8268,285.97595,285.50003,274.36288,274.0997,283.45566,277.9423,281.10846,291.53793,292.13544,270.9788,278.83453,283.11224,277.9232,271.8552,287.1777,289.7642,2014-03-30
"2014-04-06",290.5587,292.43832,288.6472,286.357,288.90726,278.3852,281.5524,291.96515,284.88406,282.6053,283.35553,279.6271,285.73172,288.002,291.18707,274.3394,282.90997,277.7,276.56253,275.1416,290.2751,285.03192,281.1237,282.2127,287.30496,276.63763,280.31616,294.5913,277.39145,290.77115,272.47592,283.49997,289.9732,283.88852,281.40784,277.81488,292.043,277.2098,290.08057,294.54984,288.04495,276.0444,287.66495,283.32718,287.21198,277.14365,285.21408,293.61404,2014-04-06
"2014-04-13",289.9966,300.74902,289.42685,296.25406,295.19687,283.42563,286.7728,290.8047,291.0684,287.974,287.69766,287.58542,292.37262,289.26566,290.15063,279.1937,287.16226,283.36856,282.4545,281.96564,289.27667,289.64252,287.16217,290.33435,297.894,282.0008,285.41238,299.4988,283.21277,289.95065,282.8174,287.62436,293.06097,289.95023,285.7675,283.15732,290.59418,287.19708,289.5304,295.88138,297.10913,282.05392,288.95895,286.06842,289.26126,283.1591,291.48743,293.5856,2014-04-13
"2014-04-20",287.1873,298.51392,287.12643,295.0141,292.01028,280.11435,282.2105,287.00714,289.1479,282.92978,283.25262,281.43414,287.13922,286.41772,288.47906,277.43735,282.6533,279.8975,276.75394,276.2015,287.78445,284.9252,285.5549,286.32147,296.38412,279.12323,281.61288,295.22922,280.62598,285.0064,277.78165,283.77585,287.6598,287.89175,282.64005,279.8815,286.26822,282.99463,287.07892,290.96133,294.6072,279.678,284.29736,284.58835,285.80496,277.07376,289.67386,292.17386,2014-04-20
"2014-04-27",293.76617,298.5139,293.21146,290.28256,296.38065,282.34573,285.00687,293.78317,288.20035,288.87952,288.1745,288.00085,295.83255,291.64514,294.65726,279.96475,285.64572,282.19635,280.68805,281.46463,293.8065,291.80496,288.63486,294.59766,292.8503,282.52582,283.8496,299.77423,282.6148,291.00235,284.96387,286.60233,295.67355,285.38443,284.39523,281.85928,292.7282,290.43823,292.81003,298.81223,294.784,282.46112,289.07925,283.86954,289.10162,281.4556,293.20294,294.64944,2014-04-27
"2014-05-04",292.813,298.66058,291.0173,296.53436,292.68573,283.52902,287.1214,293.35312,292.40237,286.5738,286.86816,284.242,290.0271,290.12595,293.3207,280.244,287.42172,282.52573,281.7589,280.12982,292.30646,288.3696,287.48923,286.97577,296.62833,281.7845,285.41666,296.07687,282.93375,292.2143,281.3663,287.08795,292.1095,291.78705,284.70334,282.7574,294.21494,283.80045,291.42447,295.77744,294.74103,281.97614,289.34082,289.4835,288.96646,280.94522,291.05402,295.69977,2014-05-04
"2014-05-11",295.7426,298.26733,296.03745,290.99466,296.64886,286.8856,289.26535,297.3418,289.04153,293.73566,293.15356,291.93073,298.58002,295.80008,295.77322,284.3763,290.12415,286.84024,286.17694,285.61276,295.36594,296.586,286.4243,292.62817,293.08545,285.92722,288.1063,301.2458,287.14877,295.93973,284.498,291.3613,299.5774,286.2068,289.48972,286.61026,298.00348,287.76083,296.6036,300.8933,294.94858,285.83066,293.4473,285.94577,293.7186,286.68134,291.2161,297.40082,2014-05-11
"2014-05-18",292.71484,301.1165,289.194,299.34015,292.29254,289.05225,291.22876,293.88385,294.88632,286.7912,287.4443,285.76266,288.47214,290.50317,293.1575,285.48975,291.56387,288.63458,284.10623,283.2229,292.31824,287.42035,290.3096,286.73746,299.94284,288.64175,290.13696,297.63138,289.6903,293.81488,284.5362,289.63385,290.81882,294.33545,290.44125,288.35202,293.90555,285.84396,291.26523,295.45197,297.04596,289.28632,292.9046,292.5466,291.83182,284.84076,291.4031,295.73505,2014-05-18
"2014-05-25",297.33374,301.09723,296.82373,295.04132,299.2334,288.0528,291.20242,297.0934,296.28363,293.9774,293.17603,293.81512,299.03705,294.40674,296.8704,285.36874,291.74835,286.93716,289.5112,291.0524,297.23502,296.0231,295.9336,296.89096,297.27432,287.09647,289.85684,302.27835,288.85162,294.76456,293.09033,292.33212,299.0197,292.9684,290.46,287.0178,295.9009,295.58862,295.99774,299.7982,299.79922,288.21954,293.5005,291.5083,292.66867,290.91104,297.8743,297.7376,2014-05-25
"2014-06-01",297.3038,307.0919,295.8611,299.17807,301.34235,289.02667,291.33725,297.2807,297.37305,297.22763,297.20792,297.08643,300.04465,297.7729,296.3671,286.3054,292.27258,287.428,293.0632,295.44135,296.5132,297.55838,296.6364,300.77896,303.32172,287.7036,290.8216,304.5958,290.8067,295.59683,296.17694,295.85873,297.77457,291.94293,293.2675,287.25983,296.5167,298.6573,297.8755,300.21237,304.24243,288.63522,294.6492,289.7048,296.0329,294.6696,300.94852,297.799,2014-06-01
"2014-06-08",297.84772,308.9787,298.38428,301.362,300.92123,292.48767,294.37265,297.90167,299.1296,295.8244,295.67035,294.72427,299.07608,296.82346,298.8155,290.68024,294.752,291.81323,292.76758,292.34418,298.50342,296.77853,294.19693,296.5522,305.19672,292.44815,293.7192,307.88962,292.96176,296.67496,291.87155,294.97247,300.6412,295.7353,294.0622,291.13153,297.55197,293.5266,297.30695,303.0306,304.92532,293.30588,296.1023,292.85538,295.87323,293.5617,298.1721,298.09592,2014-06-08
"2014-06-15",297.6975,308.04224,296.2564,300.72876,300.02145,291.02902,294.2983,298.6362,297.66245,293.74225,294.16193,294.02902,297.01202,295.50833,298.4003,290.01337,294.91196,290.69208,290.73636,291.40656,297.56635,294.54752,294.26877,295.54593,304.68427,290.70206,292.7538,305.51468,291.6476,297.81778,292.11728,293.82364,298.07144,293.44644,293.39737,290.84818,298.98807,293.6706,296.25415,301.92905,304.0327,290.78864,296.68777,290.6497,295.63553,291.3962,298.3296,298.43295,2014-06-15
"2014-06-22",300.54938,307.021,300.24564,298.93704,302.33774,294.0603,297.0069,300.54205,295.2701,299.33197,299.1624,298.83743,303.43332,300.51633,299.8601,290.2664,297.4265,293.3819,293.36734,294.90036,300.13852,300.50043,294.51437,301.61478,301.7156,292.57144,296.0052,306.74072,293.6094,299.5284,295.05124,297.68436,302.0329,292.208,296.13443,293.21042,300.2728,298.5367,300.4741,302.55746,302.05093,292.25497,299.0298,290.2149,298.96774,294.75082,298.87012,298.9691,2014-06-22
"2014-06-29",298.65045,308.344,298.2449,300.06583,302.298,294.3509,295.61377,299.37762,299.20612,298.21646,298.2733,297.97168,300.5171,299.1729,298.41745,293.4285,296.33176,294.0342,294.44458,294.7977,298.08954,298.762,297.06027,300.26462,305.41132,294.8357,295.368,307.72067,295.65503,297.8406,294.686,298.03378,300.351,294.98636,296.59198,293.09836,298.8859,298.26248,298.7319,302.26193,305.84555,295.0726,297.4142,293.41998,298.41788,294.9418,300.28366,300.11923,2014-06-29
"2014-07-06",299.93866,308.518,298.28427,304.38358,303.28174,295.57925,297.03192,300.1807,304.69766,295.6255,295.81268,295.12646,301.09772,297.5262,299.71167,295.69778,297.33954,295.77518,293.97086,294.45868,299.17572,297.28568,301.08414,300.56113,309.8858,296.72174,296.55377,306.39804,295.92123,298.4594,295.83066,296.23383,300.92447,300.84814,296.6224,295.09006,299.29727,298.6824,298.12534,302.7078,308.0865,296.31625,298.20126,296.9868,297.68777,294.35553,302.9594,300.18362,2014-07-06
"2014-07-13",300.32196,307.37766,300.1677,303.58383,303.6387,296.63794,297.6122,299.77045,306.96652,297.96707,297.5122,297.51425,303.0222,299.94766,300.37622,294.77322,298.03293,296.10016,293.70465,295.10342,300.0852,299.87216,302.27704,301.41522,308.98676,296.07278,297.42032,306.15335,295.37387,298.86664,296.32175,297.76767,303.34076,303.61496,297.51724,295.6189,299.29926,299.83127,300.0171,303.37582,307.89767,295.38568,298.9357,300.9427,299.5215,294.87653,303.55093,299.04312,2014-07-13
"2014-07-20",297.98703,307.79584,295.83853,302.87836,302.2691,294.70328,296.39194,298.7945,306.52408,294.5162,293.99112,294.45044,297.1633,295.26123,297.9336,294.2559,296.43332,294.72818,292.34927,293.545,296.99017,295.73004,302.05972,297.87912,310.49786,295.01645,295.6539,305.4904,294.02377,297.3738,296.39386,294.02145,296.79398,302.8476,294.59427,294.43512,298.34793,297.93167,296.07462,301.56985,308.8608,294.71027,296.92188,299.58127,295.25717,293.01227,303.17944,299.58658,2014-07-20
"2014-07-27",299.67868,309.90497,299.3585,302.81,305.2034,295.54428,296.2427,299.81522,303.05026,297.1602,297.01584,298.26373,305.2239,298.72015,300.1273,294.52536,296.7758,295.05045,294.39688,296.48456,299.40634,300.1332,300.81226,304.56082,308.07886,295.4329,296.08795,308.6087,295.41315,298.25668,297.13992,296.7841,303.5835,297.72736,296.613,294.50546,299.2233,301.4848,299.23642,304.83572,308.90463,295.22226,297.86963,294.11746,297.84665,296.0861,305.4814,299.89673,2014-07-27
"2014-08-03",298.63983,307.15753,296.96567,304.39835,300.9422,293.6379,294.97342,298.75092,306.43753,295.7798,295.22882,296.01663,299.75388,296.33188,298.77264,292.4892,294.95688,293.43723,292.4684,295.53262,298.13574,296.96994,303.78622,299.98932,307.35373,293.28668,294.41797,303.3305,293.19354,296.31403,296.9224,294.3124,298.59354,304.2783,293.69366,293.277,297.75455,298.8145,297.00266,301.8379,305.38812,293.24747,295.32587,302.76065,294.43332,294.63495,302.52304,300.50363,2014-08-03
"2014-08-10",300.87384,306.9695,300.36737,301.25412,302.45688,295.4765,296.2955,300.42218,302.91406,296.51898,297.0141,296.15067,302.35373,298.38162,300.4587,293.44595,296.44574,294.84448,294.51508,295.82962,300.42767,298.83185,301.976,300.65494,303.86502,294.46442,296.0249,305.3243,294.23306,297.21402,296.41397,296.72382,302.56223,301.3763,295.57785,294.65778,298.90945,297.5466,299.50595,304.49762,304.5611,294.14517,296.75153,299.16037,296.77682,295.27533,301.94537,300.31558,2014-08-10
"2014-08-17",299.56152,306.40262,299.2545,302.15225,303.21567,293.4172,295.25873,299.9561,303.18262,295.53583,294.78348,295.80698,301.71194,296.89557,299.85397,291.23853,295.46484,292.99252,291.74606,294.96973,298.92087,297.5096,302.6965,300.78564,306.14804,292.27914,294.57477,304.97687,292.20352,297.6644,297.93353,294.45663,302.253,299.91644,293.59473,293.07886,299.02963,299.52863,298.2181,304.0796,306.08932,292.01468,296.2692,298.21548,295.3335,293.42337,303.96506,299.89853,2014-08-17
"2014-08-24",301.27188,304.08566,301.8537,300.85406,302.47104,293.0611,295.20844,301.34024,299.94345,299.75748,298.7443,299.8748,305.58218,299.5934,301.04184,292.2098,295.90988,292.01425,294.07034,295.88437,301.32065,302.51303,297.10092,302.98257,304.91656,291.85526,294.2609,305.41275,293.3632,299.54752,296.38406,297.74362,304.75507,298.46906,295.563,291.9881,301.21964,299.91385,300.40115,304.31137,302.89108,292.00208,297.41342,296.11713,297.69696,295.55646,300.74295,301.51132,2014-08-24
"2014-08-31",300.53424,306.87695,301.10376,302.1458,301.17017,294.83856,295.44498,300.06937,300.0146,299.36017,298.57904,297.2504,302.8289,299.93057,300.312,293.64722,296.04123,294.31,293.73114,292.9238,300.47983,301.40274,297.25177,299.0249,305.1193,294.75482,295.33292,305.2767,294.3541,297.7762,292.6578,297.46198,303.45993,298.47223,295.41205,293.8378,298.87827,295.527,300.2889,304.0844,303.0818,294.3521,297.2364,295.85156,297.67645,294.58682,299.59174,300.21432,2014-08-31
"2014-09-07",300.01566,307.63962,299.78793,302.69852,300.89883,297.0369,298.03928,299.74908,298.57364,297.3213,297.27472,295.78882,298.82352,298.6292,299.64023,294.50473,298.33395,296.6243,294.74225,293.42926,299.48782,297.92508,295.89584,297.42938,305.70294,296.25156,297.62247,304.91763,295.84897,299.33408,294.19403,297.2355,300.90646,297.2771,296.99268,296.49637,299.65482,296.35114,299.5097,302.33383,304.62543,295.5997,299.18832,294.09335,298.1516,294.69717,299.3853,299.5917,2014-09-07
"2014-09-14",298.86203,304.87637,295.64853,302.87134,298.1901,289.9007,293.00388,298.6603,297.62628,290.18353,291.14774,288.7282,293.4966,294.1091,298.62994,286.8095,293.04764,289.25546,288.08502,286.5235,298.13907,292.13193,288.96866,291.23773,304.39703,287.6634,291.84076,301.31235,288.93787,295.86618,285.64328,291.96466,295.72195,297.4434,291.06015,289.9079,297.20663,288.7094,295.94656,299.03506,301.86996,287.56027,293.99582,292.81516,293.58276,287.0031,295.1098,299.2391,2014-09-14
"2014-09-21",298.2818,305.03973,296.9147,301.39606,301.69174,288.6122,291.57254,297.24335,303.05423,291.26047,291.04327,291.67572,298.1135,293.5281,298.82413,284.86496,292.1135,287.80606,287.22147,289.19156,298.3065,293.42764,298.61597,296.8383,306.01083,286.1463,290.3952,301.626,287.83984,294.70883,292.3002,291.09152,299.22797,300.15677,290.4465,288.44885,295.68042,294.909,295.43384,299.92953,305.4292,286.02594,293.43607,297.19794,292.71353,288.5803,301.43048,298.34573,2014-09-21
"2014-09-28",295.29874,304.80463,295.5559,297.55435,301.22412,290.40402,291.18164,293.84525,299.46768,293.13086,292.4754,293.55356,297.7675,293.60715,297.1474,288.89526,291.17325,290.19608,290.45065,292.94415,296.05035,294.8479,299.26175,298.4102,301.24338,289.81195,291.0124,301.13956,289.921,292.256,295.74985,291.51996,297.23615,294.85825,290.9267,290.06003,292.4025,297.90277,294.46243,298.56406,302.5019,289.60443,291.69565,293.16376,291.96625,292.03574,301.49557,296.79037,2014-09-28
"2014-10-05",294.8798,301.34958,295.1794,299.16293,295.7776,288.21063,290.68936,294.44302,292.69742,290.53073,290.38513,288.48663,295.11847,293.51904,296.47244,285.58905,290.9722,287.5539,286.11606,283.90524,295.62433,293.01617,289.50006,292.40082,297.19278,287.60806,290.05078,300.25586,289.61624,293.2557,284.31375,290.31537,296.8442,293.80368,290.35437,287.27386,293.96347,288.3664,294.35638,299.30634,295.82047,288.6048,292.1509,290.7205,292.083,284.9627,292.49503,297.1596,2014-10-05
"2014-10-12",296.34586,301.31537,294.7714,300.3034,297.49786,286.79822,288.69382,296.4063,297.25708,287.60632,287.05157,286.2734,293.09985,290.5849,297.30466,284.02045,288.6807,286.5715,282.99887,282.39236,296.50397,290.3988,293.315,291.37982,301.44995,285.0971,287.8359,300.53986,285.13953,293.16766,285.74103,286.34872,295.86957,296.3706,286.5467,286.8078,295.0015,288.7927,293.7424,299.24323,299.99124,284.5899,290.38208,293.36026,288.87192,283.04007,296.9268,297.7322,2014-10-12
"2014-10-19",292.49905,301.20908,291.3438,296.08694,296.60733,289.3135,290.71576,293.1489,294.07394,287.3068,287.71994,286.80038,291.57632,289.17722,293.93585,287.75366,290.26157,289.29163,284.81015,285.41104,292.3381,288.93555,292.5352,290.99417,298.35764,288.6782,290.15317,299.06607,288.6455,291.64386,287.70135,288.54486,293.03156,292.618,288.82697,289.68973,292.65237,289.94974,290.10178,296.8453,297.80487,288.61407,290.50946,289.00757,289.74307,284.39407,295.31982,295.9007,2014-10-19
"2014-10-26",290.9379,301.8373,291.84177,294.6946,299.25262,283.8801,286.96643,291.566,293.16568,287.3497,286.20355,288.96158,296.74274,287.53458,292.9682,280.58768,287.08743,283.75177,282.60736,286.4895,291.09088,291.13248,293.32584,295.76608,297.85614,282.07623,285.73764,299.99982,282.90576,289.20218,290.51315,285.24164,296.19998,289.77524,285.1213,284.31137,290.6983,293.52325,289.11673,297.1723,298.95905,281.60913,287.66095,287.13437,285.83298,284.05252,297.48,294.52335,2014-10-26
"2014-11-02",288.76712,299.25653,288.076,292.38556,294.7752,283.3215,285.4359,289.76794,289.43814,283.29556,283.18765,281.9893,288.84198,285.1595,290.56055,279.70804,285.7879,283.13626,279.78024,278.6436,288.75787,285.6713,286.89328,286.6054,293.58344,280.9899,284.32254,298.05542,281.9909,288.2855,279.95898,283.55502,289.9972,287.78763,284.00827,283.6102,289.60776,283.84808,286.50388,294.21982,294.68906,280.77396,286.7271,284.8332,285.46698,279.63156,291.88516,292.7473,2014-11-02
"2014-11-09",287.10794,295.2553,285.59113,293.6702,292.94037,281.62604,283.91684,288.1364,288.33804,281.92377,281.59482,282.4172,288.6258,283.50876,289.2485,277.38934,284.098,281.46213,278.95816,277.97946,287.20346,284.1072,286.75897,287.96756,292.53592,279.5608,282.79556,293.8209,280.45917,286.21024,279.7793,281.84103,288.097,288.76004,281.98276,281.82782,287.3096,284.9103,284.98148,290.89032,291.59894,279.23947,285.01938,285.43893,283.62875,278.8651,290.49463,291.5883,2014-11-09
"2014-11-16",282.4128,295.03784,277.7618,290.60196,281.35455,279.12045,280.83292,285.00198,275.6699,274.10205,275.10165,270.04083,273.31186,277.75922,282.90884,275.82657,280.4295,278.9789,273.06534,266.625,281.06183,274.34824,266.23462,269.96545,288.55814,277.54758,280.15805,289.34912,277.79254,283.31516,264.42865,276.90778,276.5191,278.60226,278.64557,279.43677,284.96432,265.51297,278.98975,281.96664,285.83508,277.25372,281.04688,274.9767,279.54874,269.34225,272.4193,290.51953,2014-11-16
"2014-11-23",281.91238,290.69525,279.9831,288.36252,286.2396,274.00388,275.2221,282.21454,280.75842,272.25494,272.1157,270.91306,279.74582,275.71732,284.13687,271.81198,275.11188,274.43448,269.83755,268.028,281.978,275.55597,279.1069,277.7879,287.2153,272.72025,274.1777,289.29062,272.15857,279.222,270.87836,271.89594,281.97284,282.06345,272.53058,275.08365,281.04575,273.7935,278.351,286.7561,285.52692,272.18222,276.56186,278.60837,275.7476,268.19818,282.82697,288.34344,2014-11-23
"2014-11-30",283.79227,293.49274,283.50238,291.21207,289.1751,277.6894,280.03583,284.4876,285.2295,275.45224,276.58554,271.83762,282.9536,280.26868,286.45367,274.08536,279.9329,277.77274,273.0607,264.77725,284.0656,279.31152,277.53702,280.08823,291.05814,275.80933,278.7638,291.82962,276.29788,283.15976,264.93698,277.95514,285.3229,285.31146,277.87405,278.402,284.4421,272.91653,281.7375,289.25043,290.28534,275.33197,281.27908,280.74493,280.71127,269.26184,285.5505,289.1617,2014-11-30
"2014-12-07",289.1373,292.70358,281.11716,288.99295,288.79108,275.99164,279.35098,289.15225,283.6981,272.8173,274.51193,270.4403,277.96362,280.00244,288.4497,269.1746,278.91095,275.92755,269.68268,265.9415,286.84338,275.04828,278.29242,277.7491,288.95557,272.42624,278.098,292.3227,273.50958,284.41263,268.31003,275.75446,280.216,283.3687,276.196,276.99643,286.68222,275.03555,283.71378,287.35025,289.54703,271.6354,281.22244,276.5422,280.8753,266.9249,286.07193,292.9893,2014-12-07
"2014-12-14",280.75336,292.15536,280.73837,288.10306,291.55865,272.77118,275.95047,281.1146,287.06924,275.58478,275.4896,275.9394,283.60898,277.06573,284.8358,271.37436,276.04575,273.39755,273.54694,273.27502,281.91803,278.64673,286.48447,282.96857,288.90112,271.6245,274.36923,293.20605,271.79132,279.56836,276.99326,275.2466,285.04373,285.52707,274.1977,274.05966,281.21118,281.19833,278.39566,289.86978,289.09488,270.73224,277.45786,283.41446,275.89706,273.00824,289.8679,285.5032,2014-12-14
"2014-12-21",282.13394,287.43362,279.60693,285.16562,284.1624,274.6464,276.3875,283.79886,282.09552,274.04486,273.98932,272.93246,277.655,276.31488,284.37854,270.22247,276.55463,274.5632,273.3246,269.67645,281.9155,276.29294,278.96066,275.58856,284.94217,272.46185,275.60684,287.38895,273.1835,281.29373,270.35168,274.81845,279.80893,282.85077,275.1941,275.06055,283.41827,273.31012,278.8731,286.18015,284.4103,271.686,278.42715,280.2993,276.96216,272.15973,281.91287,289.45612,2014-12-21
"2014-12-28",285.05972,286.17288,281.38718,285.78357,280.9187,278.99817,281.42398,285.60977,278.89413,278.24878,278.7896,275.0528,278.51797,281.98465,285.72507,275.3187,280.62265,279.08798,275.53983,271.72092,284.45267,278.83673,276.88333,275.8912,283.33963,276.91064,280.18735,285.18674,278.09134,283.57742,270.7276,279.97882,280.81967,281.26947,279.38937,279.4767,284.3086,273.82767,282.88046,285.12665,281.75644,276.82095,281.84454,279.1153,282.7996,274.19952,278.33783,291.9444,2014-12-28
"2015-01-04",282.95447,282.42685,275.74808,282.06973,275.95065,272.13058,276.42,285.23184,272.4224,270.10562,271.75558,265.06357,269.65118,276.12448,281.8498,264.1098,276.39813,271.45682,266.8481,259.55753,280.77222,271.45657,267.61066,266.6348,278.47803,268.13672,274.7394,280.62552,270.64917,281.58502,260.6439,273.23022,272.9555,275.67807,273.5649,272.39615,283.6771,264.6642,278.49924,278.01767,276.46118,267.89282,278.18524,272.1594,276.63358,262.71927,272.7238,291.6957,2015-01-04
"2015-01-11",274.733,290.8393,270.9424,290.79858,285.9937,265.57,268.65207,276.81738,283.84763,261.8632,262.0702,259.5819,270.7874,267.76807,276.17203,260.7372,268.73666,265.39548,260.05515,255.57509,273.58414,266.2719,271.1282,268.12012,289.73477,262.9035,267.0654,286.65356,263.53253,274.49063,257.3689,262.89908,272.33203,285.37558,264.79825,266.30292,276.5773,262.36346,270.4125,278.18103,287.3057,262.29324,271.09705,280.71695,268.19022,256.29727,281.68936,285.53757,2015-01-11
"2015-01-18",280.28516,289.5725,277.65097,287.7485,285.62936,268.66086,272.92783,281.32468,280.87527,271.19925,271.04486,270.64227,278.48615,275.34048,280.63394,263.09747,273.05582,268.5236,266.7,266.17215,279.1567,274.97733,278.76273,276.7286,286.78415,265.33472,271.19162,287.17398,266.47226,278.87558,270.0532,270.98492,279.42657,282.39465,270.20605,269.6556,280.0635,273.81155,277.40955,282.49936,284.7039,264.3714,275.95123,278.44168,275.41696,266.94943,282.7655,287.9534,2015-01-18
"2015-01-25",283.30908,290.19012,281.717,289.08698,285.03867,272.3,275.09695,284.55377,280.79666,276.45233,275.81964,276.02383,282.46756,278.90433,283.81445,268.02573,275.58707,272.35672,269.5809,271.8667,282.25262,279.3018,281.4902,281.15573,286.5719,270.09604,273.90775,287.52127,269.62833,281.91998,275.39835,274.4958,283.25882,283.6633,273.62967,272.93036,283.76224,279.19345,281.03006,285.5517,284.29318,268.60602,278.53638,280.26755,277.8466,271.29016,282.26862,289.6571,2015-01-25
"2015-02-01",281.56088,291.33304,282.2027,289.9086,289.61664,266.04376,271.2524,281.01962,284.93344,273.3666,272.06488,273.68597,283.78296,275.5766,286.05994,262.0672,271.52292,266.09125,266.18738,268.2592,282.78867,278.16537,282.77762,281.8884,288.62448,263.0477,268.9938,290.4567,264.4355,277.64062,271.94626,269.78268,285.53955,285.7592,268.33664,266.738,279.76663,277.9848,278.29724,289.46194,288.05606,262.02634,274.67844,281.40656,273.10764,268.03586,286.74805,286.23984,2015-02-01
"2015-02-08",280.17218,295.5141,277.949,291.7575,291.37082,266.69388,273.49054,281.2531,287.6087,270.75015,271.5804,267.65036,280.36914,275.91034,281.04535,258.9061,273.92548,266.14926,264.93283,263.67398,279.3539,274.67902,282.13394,279.76508,293.51773,262.51938,270.70825,293.559,265.54825,279.16876,267.47665,271.51614,279.80228,287.31375,270.4919,267.02054,280.48264,275.8497,277.73526,284.72748,292.7111,261.9952,276.95554,283.11984,275.6155,264.0518,288.29752,287.02768,2015-02-08
"2015-02-15",280.1475,295.76926,278.99695,292.4594,291.74017,265.6911,270.13446,281.41312,287.7194,267.8894,268.28693,266.45966,280.5916,272.32407,284.6933,258.29642,270.62668,265.54288,261.64203,261.5206,280.4251,272.7905,282.49368,278.6486,292.65118,262.12534,268.4178,294.16016,263.997,277.3494,264.36066,267.27792,284.24197,287.05008,267.40158,266.37033,280.30298,272.92633,275.16238,290.70737,291.99347,262.02383,274.11057,284.68045,271.71942,262.27417,288.69754,285.93295,2015-02-15
"2015-02-22",276.52768,294.3359,272.51608,291.6651,284.38394,263.8172,265.18155,277.17548,283.0209,263.84378,263.24548,263.27673,274.2638,266.05374,281.38617,262.36307,265.06927,264.31012,258.81137,257.48996,276.4861,267.59024,276.3195,273.10284,290.60617,262.51443,264.51505,291.18063,261.1756,270.9716,261.88016,262.20706,276.65555,284.8499,262.59085,264.71066,274.71182,268.90192,269.5919,286.07913,288.1297,261.28824,266.86932,281.85913,265.21048,258.85385,280.491,284.8017,2015-02-22
"2015-03-01",277.08392,289.54108,271.06912,287.02032,279.22058,264.92596,268.91537,279.5124,281.2272,264.49838,264.92188,262.67795,269.99246,269.64706,276.75424,261.26932,269.20917,264.96707,259.9888,260.16312,275.18332,267.85617,273.48557,270.21045,285.67477,262.84903,267.11282,283.36417,262.20822,274.6079,263.68793,264.24573,270.8973,282.27615,265.21347,265.66776,277.1725,268.25082,273.0665,276.42786,283.77533,261.69937,271.652,280.7647,270.03824,259.9431,276.15045,288.77972,2015-03-01
"2015-03-08",283.64444,289.96536,276.89374,289.2675,284.76746,270.09525,272.8576,286.11234,283.6394,270.621,270.4822,270.51108,279.24127,274.6625,283.33633,266.38654,273.31635,269.93533,266.69012,266.36627,281.8096,274.98743,278.4623,277.5834,287.7011,268.25223,271.41373,288.64642,268.2063,280.94644,269.55777,270.83554,278.325,285.4416,270.8559,270.2939,284.1269,274.23462,278.43213,282.51758,285.54547,267.65515,276.76907,282.4688,275.09766,266.7561,280.7801,291.4801,2015-03-08
"2015-03-15",289.81717,296.76834,285.72873,294.5452,293.0013,276.6489,281.33783,290.75027,291.43826,282.8247,281.9941,285.13794,290.09335,285.33646,289.09085,270.4715,281.7076,275.79178,277.42245,282.59152,288.86087,285.9675,290.43753,290.46964,294.95312,273.79007,279.3565,294.3659,275.76407,287.61984,285.94022,281.08533,288.10986,290.67502,279.1058,276.47787,289.3009,289.5993,286.77353,289.64792,293.31857,273.8279,285.0969,287.4162,284.43613,281.37665,291.75046,294.90854,2015-03-15
